Age,Gender,Employment_Status,Disposable_Income,Preferred_Platform,Shopping_Frequency_Per_Month,Current_Mood,Primary_Trigger,Product_Category,Made_Impulse_Purchase
18,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,4,Neutral,Heavy Discount,Food/Snacks,Yes
21,Female,Employed,"₹5,000 - ₹15,000",Physical In-Store,3,Neutral,Attractive Packaging,Gaming/Digital,No
24,Female,Student,"Under ₹2,000",Physical In-Store,5,Neutral,Free Shipping Threshold,Gaming/Digital,No
25,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,5,Stressed,Heavy Discount,Clothing,No
26,Male,Employed,"₹5,000 - ₹15,000",Physical In-Store,3,Sad,Heavy Discount,Electronics,Yes
36,Female,Employed,"₹2,000 - ₹5,000",Social Media Stores,5,Bored,Limited Time Flash Sale,Food/Snacks,Yes
38,Male,Employed,"Above ₹15,000",Social Media Stores,8,Neutral,Attractive Packaging,Food/Snacks,No
26,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Happy,Free Shipping Threshold,Food/Snacks,No
36,Female,Unemployed,"₹5,000 - ₹15,000",Social Media Stores,7,Happy,Social Media Ad,Electronics,No
30,Female,Student,"Above ₹15,000",Quick Commerce,4,Stressed,Social Media Ad,Beauty/Cosmetics,Yes
28,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,4,Stressed,Limited Time Flash Sale,Beauty/Cosmetics,Yes
35,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,5,Stressed,Heavy Discount,Electronics,Yes
28,Male,Student,"Under ₹2,000",Quick Commerce,5,Happy,Free Shipping Threshold,Clothing,No
44,Male,Employed,"₹5,000 - ₹15,000",Physical In-Store,5,Neutral,Social Media Ad,Clothing,Yes
18,Male,Student,"Above ₹15,000",E-commerce Website,4,Neutral,Social Media Ad,Clothing,Yes
23,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,7,Stressed,Limited Time Flash Sale,Food/Snacks,Yes
26,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,2,Bored,Heavy Discount,Food/Snacks,Yes
31,Other,Employed,"₹5,000 - ₹15,000",Physical In-Store,8,Stressed,Social Media Ad,Gaming/Digital,No
38,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,4,Bored,Free Shipping Threshold,Food/Snacks,No
27,Female,Employed,"Under ₹2,000",E-commerce Website,6,Sad,Social Media Ad,Food/Snacks,No
18,Other,Student,"Above ₹15,000",E-commerce Website,5,Bored,Limited Time Flash Sale,Food/Snacks,Yes
34,Female,Employed,"Above ₹15,000",Social Media Stores,2,Bored,Attractive Packaging,Clothing,Yes
34,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,5,Bored,Social Media Ad,Beauty/Cosmetics,No
18,Male,Employed,"Under ₹2,000",E-commerce Website,5,Neutral,Limited Time Flash Sale,Clothing,Yes
27,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,7,Neutral,Social Media Ad,Gaming/Digital,No
18,Female,Employed,"Under ₹2,000",Social Media Stores,9,Bored,Heavy Discount,Electronics,No
22,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,4,Happy,Limited Time Flash Sale,Electronics,No
20,Female,Employed,"Under ₹2,000",Quick Commerce,4,Neutral,Attractive Packaging,Gaming/Digital,Yes
34,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,4,Stressed,Social Media Ad,Food/Snacks,Yes
28,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,4,Stressed,Social Media Ad,Clothing,No
18,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Stressed,Heavy Discount,Beauty/Cosmetics,Yes
35,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,4,Stressed,Limited Time Flash Sale,Gaming/Digital,Yes
18,Male,Self-employed,"Above ₹15,000",E-commerce Website,3,Stressed,Limited Time Flash Sale,Clothing,Yes
30,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,4,Bored,Social Media Ad,Clothing,No
21,Male,Self-employed,"Under ₹2,000",E-commerce Website,7,Neutral,Social Media Ad,Clothing,No
25,Male,Employed,"₹2,000 - ₹5,000",Physical In-Store,7,Neutral,Attractive Packaging,Clothing,No
32,Male,Employed,"Under ₹2,000",E-commerce Website,2,Neutral,Social Media Ad,Clothing,No
32,Male,Employed,"Under ₹2,000",E-commerce Website,6,Neutral,Limited Time Flash Sale,Electronics,No
38,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,7,Sad,Limited Time Flash Sale,Food/Snacks,Yes
27,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,5,Sad,Attractive Packaging,Gaming/Digital,No
30,Female,Employed,"Under ₹2,000",E-commerce Website,5,Neutral,Social Media Ad,Food/Snacks,No
24,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,2,Bored,Free Shipping Threshold,Food/Snacks,Yes
29,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,8,Neutral,Heavy Discount,Food/Snacks,Yes
31,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,3,Neutral,Free Shipping Threshold,Gaming/Digital,No
27,Female,Unemployed,"Above ₹15,000",E-commerce Website,4,Happy,Limited Time Flash Sale,Food/Snacks,Yes
18,Female,Employed,"Under ₹2,000",E-commerce Website,6,Neutral,Social Media Ad,Clothing,No
30,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,1,Stressed,Attractive Packaging,Food/Snacks,No
30,Male,Self-employed,"Under ₹2,000",E-commerce Website,6,Stressed,Social Media Ad,Beauty/Cosmetics,No
22,Female,Employed,"Under ₹2,000",E-commerce Website,2,Happy,Attractive Packaging,Beauty/Cosmetics,Yes
18,Female,Student,"Above ₹15,000",E-commerce Website,10,Bored,Attractive Packaging,Clothing,Yes
39,Female,Student,"₹2,000 - ₹5,000",Quick Commerce,4,Bored,Attractive Packaging,Beauty/Cosmetics,Yes
31,Male,Self-employed,"₹5,000 - ₹15,000",Quick Commerce,7,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,No
26,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,6,Neutral,Social Media Ad,Electronics,Yes
18,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,3,Bored,Attractive Packaging,Food/Snacks,Yes
21,Female,Employed,"Above ₹15,000",E-commerce Website,4,Bored,Limited Time Flash Sale,Clothing,Yes
38,Male,Self-employed,"₹5,000 - ₹15,000",Physical In-Store,2,Stressed,Social Media Ad,Electronics,Yes
29,Female,Self-employed,"Under ₹2,000",Quick Commerce,12,Neutral,Social Media Ad,Clothing,Yes
23,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Limited Time Flash Sale,Electronics,Yes
32,Male,Self-employed,"₹2,000 - ₹5,000",Social Media Stores,7,Happy,Heavy Discount,Clothing,Yes
21,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,5,Stressed,Limited Time Flash Sale,Clothing,Yes
40,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,3,Happy,Limited Time Flash Sale,Beauty/Cosmetics,Yes
38,Female,Self-employed,"Above ₹15,000",E-commerce Website,6,Sad,Free Shipping Threshold,Gaming/Digital,Yes
24,Female,Employed,"Under ₹2,000",Social Media Stores,4,Stressed,Attractive Packaging,Beauty/Cosmetics,Yes
22,Male,Student,"₹5,000 - ₹15,000",Physical In-Store,5,Bored,Attractive Packaging,Electronics,Yes
18,Female,Employed,"₹2,000 - ₹5,000",Physical In-Store,4,Neutral,Limited Time Flash Sale,Food/Snacks,Yes
18,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,4,Stressed,Attractive Packaging,Food/Snacks,Yes
18,Male,Self-employed,"Above ₹15,000",Social Media Stores,1,Bored,Limited Time Flash Sale,Electronics,Yes
29,Female,Self-employed,"₹5,000 - ₹15,000",Quick Commerce,7,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,No
25,Male,Employed,"Under ₹2,000",E-commerce Website,5,Sad,Social Media Ad,Food/Snacks,No
18,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,4,Sad,Heavy Discount,Beauty/Cosmetics,No
25,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,7,Sad,Social Media Ad,Gaming/Digital,No
32,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Stressed,Heavy Discount,Electronics,No
32,Male,Employed,"Under ₹2,000",Social Media Stores,3,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,Yes
18,Other,Employed,"₹2,000 - ₹5,000",Quick Commerce,4,Stressed,Limited Time Flash Sale,Clothing,Yes
26,Female,Student,"Above ₹15,000",Quick Commerce,6,Stressed,Attractive Packaging,Food/Snacks,Yes
18,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Happy,Attractive Packaging,Clothing,Yes
35,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,8,Happy,Social Media Ad,Food/Snacks,Yes
34,Female,Student,"₹5,000 - ₹15,000",Quick Commerce,6,Bored,Limited Time Flash Sale,Electronics,Yes
20,Male,Student,"Under ₹2,000",Social Media Stores,6,Stressed,Social Media Ad,Electronics,No
21,Male,Student,"₹5,000 - ₹15,000",Quick Commerce,5,Stressed,Heavy Discount,Beauty/Cosmetics,Yes
24,Female,Student,"₹2,000 - ₹5,000",Social Media Stores,2,Neutral,Limited Time Flash Sale,Electronics,Yes
18,Male,Employed,"Under ₹2,000",Quick Commerce,6,Stressed,Attractive Packaging,Electronics,Yes
30,Male,Student,"₹2,000 - ₹5,000",Physical In-Store,6,Neutral,Free Shipping Threshold,Electronics,No
25,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,3,Sad,Limited Time Flash Sale,Clothing,Yes
35,Female,Employed,"Under ₹2,000",Physical In-Store,2,Neutral,Social Media Ad,Clothing,Yes
19,Male,Self-employed,"₹2,000 - ₹5,000",Social Media Stores,3,Neutral,Attractive Packaging,Electronics,No
23,Male,Student,"₹2,000 - ₹5,000",Social Media Stores,3,Bored,Heavy Discount,Food/Snacks,Yes
18,Male,Student,"Under ₹2,000",Physical In-Store,6,Neutral,Heavy Discount,Electronics,No
19,Other,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,4,Bored,Heavy Discount,Food/Snacks,Yes
18,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Happy,Attractive Packaging,Beauty/Cosmetics,Yes
35,Female,Self-employed,"Under ₹2,000",E-commerce Website,11,Stressed,Social Media Ad,Gaming/Digital,No
22,Female,Student,"Under ₹2,000",E-commerce Website,2,Happy,Limited Time Flash Sale,Clothing,Yes
28,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,5,Bored,Attractive Packaging,Clothing,Yes
24,Other,Student,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Free Shipping Threshold,Beauty/Cosmetics,No
18,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,2,Sad,Limited Time Flash Sale,Beauty/Cosmetics,No
26,Male,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,11,Stressed,Attractive Packaging,Food/Snacks,Yes
32,Female,Unemployed,"₹5,000 - ₹15,000",Physical In-Store,6,Bored,Limited Time Flash Sale,Clothing,No
18,Male,Unemployed,"₹2,000 - ₹5,000",E-commerce Website,11,Bored,Social Media Ad,Gaming/Digital,No
34,Female,Self-employed,"₹5,000 - ₹15,000",Social Media Stores,9,Neutral,Free Shipping Threshold,Electronics,No
21,Male,Self-employed,"Under ₹2,000",Social Media Stores,5,Happy,Limited Time Flash Sale,Electronics,Yes
24,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,6,Neutral,Free Shipping Threshold,Gaming/Digital,Yes
32,Male,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,7,Bored,Social Media Ad,Electronics,No
22,Male,Student,"₹2,000 - ₹5,000",Quick Commerce,8,Happy,Limited Time Flash Sale,Clothing,Yes
28,Female,Employed,"Under ₹2,000",E-commerce Website,4,Happy,Free Shipping Threshold,Gaming/Digital,No
25,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,10,Neutral,Heavy Discount,Food/Snacks,No
29,Other,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,8,Sad,Limited Time Flash Sale,Beauty/Cosmetics,Yes
18,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,5,Happy,Free Shipping Threshold,Food/Snacks,No
18,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,9,Happy,Social Media Ad,Clothing,No
32,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,5,Sad,Heavy Discount,Beauty/Cosmetics,Yes
36,Male,Employed,"₹2,000 - ₹5,000",Quick Commerce,1,Neutral,Social Media Ad,Beauty/Cosmetics,No
20,Male,Unemployed,"Above ₹15,000",Quick Commerce,5,Bored,Attractive Packaging,Clothing,No
26,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,10,Bored,Attractive Packaging,Electronics,Yes
30,Female,Self-employed,"₹5,000 - ₹15,000",Social Media Stores,7,Bored,Social Media Ad,Clothing,Yes
33,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,7,Stressed,Free Shipping Threshold,Food/Snacks,No
18,Female,Employed,"Above ₹15,000",Quick Commerce,3,Stressed,Attractive Packaging,Gaming/Digital,No
20,Female,Self-employed,"Under ₹2,000",Social Media Stores,9,Bored,Social Media Ad,Gaming/Digital,Yes
25,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Happy,Limited Time Flash Sale,Clothing,Yes
33,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,6,Neutral,Heavy Discount,Electronics,No
47,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,0,Bored,Attractive Packaging,Food/Snacks,Yes
26,Other,Student,"₹2,000 - ₹5,000",E-commerce Website,4,Happy,Limited Time Flash Sale,Gaming/Digital,Yes
18,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,6,Neutral,Attractive Packaging,Clothing,No
31,Male,Student,"Under ₹2,000",Social Media Stores,7,Bored,Heavy Discount,Clothing,Yes
38,Male,Self-employed,"₹2,000 - ₹5,000",Quick Commerce,4,Stressed,Limited Time Flash Sale,Electronics,Yes
28,Male,Student,"₹5,000 - ₹15,000",Quick Commerce,3,Stressed,Attractive Packaging,Electronics,Yes
20,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,8,Bored,Heavy Discount,Food/Snacks,Yes
35,Female,Self-employed,"Under ₹2,000",Physical In-Store,4,Happy,Social Media Ad,Electronics,No
33,Female,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,2,Neutral,Free Shipping Threshold,Electronics,No
19,Female,Employed,"Above ₹15,000",Quick Commerce,4,Stressed,Free Shipping Threshold,Electronics,No
31,Male,Employed,"Under ₹2,000",E-commerce Website,4,Bored,Social Media Ad,Electronics,Yes
35,Female,Student,"Under ₹2,000",Social Media Stores,6,Happy,Attractive Packaging,Beauty/Cosmetics,No
37,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Free Shipping Threshold,Food/Snacks,No
27,Male,Student,"₹2,000 - ₹5,000",Social Media Stores,5,Neutral,Attractive Packaging,Electronics,No
25,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,4,Sad,Social Media Ad,Beauty/Cosmetics,Yes
37,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Attractive Packaging,Electronics,Yes
18,Female,Employed,"Under ₹2,000",E-commerce Website,7,Stressed,Social Media Ad,Clothing,Yes
31,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Happy,Limited Time Flash Sale,Electronics,Yes
18,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Stressed,Free Shipping Threshold,Gaming/Digital,No
36,Male,Employed,"Above ₹15,000",Quick Commerce,5,Bored,Free Shipping Threshold,Electronics,Yes
25,Female,Self-employed,"Above ₹15,000",E-commerce Website,1,Bored,Free Shipping Threshold,Beauty/Cosmetics,Yes
38,Male,Student,"₹2,000 - ₹5,000",Social Media Stores,5,Happy,Limited Time Flash Sale,Food/Snacks,Yes
31,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,8,Happy,Heavy Discount,Electronics,No
18,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,4,Bored,Free Shipping Threshold,Food/Snacks,No
39,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,2,Neutral,Attractive Packaging,Gaming/Digital,No
40,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,4,Happy,Free Shipping Threshold,Clothing,Yes
35,Female,Student,"Above ₹15,000",Physical In-Store,4,Neutral,Social Media Ad,Clothing,Yes
21,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,4,Bored,Limited Time Flash Sale,Beauty/Cosmetics,Yes
25,Male,Self-employed,"Under ₹2,000",E-commerce Website,5,Happy,Heavy Discount,Gaming/Digital,Yes
29,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,7,Bored,Free Shipping Threshold,Electronics,No
22,Other,Student,"₹5,000 - ₹15,000",Social Media Stores,6,Happy,Limited Time Flash Sale,Food/Snacks,No
41,Female,Student,"Under ₹2,000",E-commerce Website,6,Sad,Free Shipping Threshold,Gaming/Digital,Yes
29,Female,Student,"Under ₹2,000",E-commerce Website,11,Sad,Attractive Packaging,Clothing,Yes
18,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,4,Bored,Free Shipping Threshold,Beauty/Cosmetics,Yes
30,Female,Employed,"Above ₹15,000",E-commerce Website,4,Bored,Free Shipping Threshold,Beauty/Cosmetics,Yes
25,Male,Employed,"Above ₹15,000",E-commerce Website,6,Stressed,Limited Time Flash Sale,Beauty/Cosmetics,Yes
27,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,3,Happy,Attractive Packaging,Clothing,No
25,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Bored,Social Media Ad,Food/Snacks,No
34,Other,Employed,"₹2,000 - ₹5,000",Social Media Stores,3,Neutral,Social Media Ad,Food/Snacks,No
36,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,5,Happy,Free Shipping Threshold,Gaming/Digital,No
30,Male,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,6,Neutral,Limited Time Flash Sale,Food/Snacks,Yes
25,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,1,Happy,Limited Time Flash Sale,Clothing,Yes
27,Other,Student,"₹2,000 - ₹5,000",E-commerce Website,8,Neutral,Limited Time Flash Sale,Gaming/Digital,No
28,Male,Self-employed,"Under ₹2,000",Social Media Stores,4,Happy,Free Shipping Threshold,Food/Snacks,No
21,Male,Student,"Under ₹2,000",Physical In-Store,6,Sad,Attractive Packaging,Clothing,No
32,Female,Student,"₹2,000 - ₹5,000",Social Media Stores,6,Happy,Attractive Packaging,Food/Snacks,Yes
31,Male,Employed,"Above ₹15,000",E-commerce Website,6,Bored,Free Shipping Threshold,Beauty/Cosmetics,Yes
40,Male,Employed,"Above ₹15,000",E-commerce Website,2,Bored,Limited Time Flash Sale,Electronics,Yes
38,Male,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,3,Bored,Social Media Ad,Electronics,Yes
22,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,6,Happy,Attractive Packaging,Food/Snacks,No
34,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,2,Neutral,Free Shipping Threshold,Electronics,Yes
20,Male,Student,"₹2,000 - ₹5,000",Social Media Stores,4,Bored,Attractive Packaging,Gaming/Digital,Yes
33,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,5,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,Yes
23,Other,Student,"Under ₹2,000",E-commerce Website,8,Happy,Free Shipping Threshold,Beauty/Cosmetics,Yes
19,Other,Employed,"₹5,000 - ₹15,000",Physical In-Store,4,Happy,Heavy Discount,Electronics,No
30,Male,Student,"Under ₹2,000",Physical In-Store,7,Bored,Social Media Ad,Electronics,No
18,Other,Student,"₹5,000 - ₹15,000",E-commerce Website,3,Neutral,Social Media Ad,Clothing,No
18,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,2,Bored,Social Media Ad,Gaming/Digital,No
26,Female,Unemployed,"₹2,000 - ₹5,000",Social Media Stores,3,Stressed,Free Shipping Threshold,Beauty/Cosmetics,Yes
28,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,7,Happy,Heavy Discount,Clothing,No
25,Male,Unemployed,"₹2,000 - ₹5,000",Social Media Stores,9,Happy,Heavy Discount,Beauty/Cosmetics,Yes
18,Female,Employed,"₹2,000 - ₹5,000",Social Media Stores,9,Stressed,Limited Time Flash Sale,Clothing,Yes
21,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,8,Neutral,Heavy Discount,Clothing,No
31,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,5,Stressed,Heavy Discount,Electronics,No
32,Male,Employed,"₹2,000 - ₹5,000",Quick Commerce,5,Bored,Heavy Discount,Beauty/Cosmetics,Yes
27,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,3,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
37,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,4,Bored,Free Shipping Threshold,Clothing,Yes
31,Male,Student,"₹2,000 - ₹5,000",Quick Commerce,5,Neutral,Free Shipping Threshold,Clothing,No
22,Other,Employed,"₹2,000 - ₹5,000",Physical In-Store,7,Stressed,Free Shipping Threshold,Clothing,No
25,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,3,Sad,Attractive Packaging,Food/Snacks,Yes
18,Other,Student,"₹5,000 - ₹15,000",E-commerce Website,2,Neutral,Limited Time Flash Sale,Clothing,No
27,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,8,Neutral,Free Shipping Threshold,Clothing,No
36,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,3,Happy,Free Shipping Threshold,Gaming/Digital,No
33,Female,Employed,"Under ₹2,000",E-commerce Website,9,Bored,Free Shipping Threshold,Clothing,Yes
39,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,2,Sad,Heavy Discount,Clothing,No
25,Male,Student,"Under ₹2,000",Social Media Stores,7,Bored,Social Media Ad,Beauty/Cosmetics,Yes
